game_id,away,home,away_rank,home_rank,away_score,home_score,date
400914404,Mt. St. Mary's,Maryland,NA,6,42,106,2016-11-18
400913876,Southern,UCLA,NA,9,47,95,2016-11-18
400913874,Gonzaga,Stanford,NA,11,68,63,2016-11-18
400911969,Syracuse,Stony Brook,14,NA,78,60,2016-11-18
400913871,Portland,Oregon State,NA,24,45,62,2016-11-18
400913159,UT Martin,Ohio,NA,NA,55,72,2016-11-18
400917252,Webber International,North Florida,NA,NA,57,103,2016-11-18
400921821,Wiley,Sam Houston State,NA,NA,57,51,2016-11-18
400912329,Detroit Mercy,Bradley,NA,NA,60,70,2016-11-18
400911278,Southeast Missouri State,Xavier,NA,NA,48,54,2016-11-18
400914784,Saint Mary's,Northeastern,NA,NA,77,53,2016-11-18
400913391,Florida Gulf Coast,Northern Colorado,NA,NA,74,77,2016-11-18
400911428,UC Riverside,California,NA,NA,56,71,2016-11-18
400926066,Eastern Washington,Elon,NA,NA,55,76,2016-11-18
400911279,Georgetown,Minnesota,NA,NA,60,68,2016-11-18
400913872,Arizona,George Mason,NA,NA,81,70,2016-11-18
400922077,Johnson & Wales (NC),North Carolina Central,NA,NA,38,75,2016-11-18
400926063,Omaha,Abilene Christian,NA,NA,66,73,2016-11-18
400926065,Furman,Central Michigan,NA,NA,71,81,2016-11-18
400914040,Western Carolina,UNC Asheville,NA,NA,53,62,2016-11-18
400914185,Paine,Charleston Southern,NA,NA,67,75,2016-11-18
400914186,Longwood,Fairleigh Dickinson,NA,NA,59,75,2016-11-18
400914372,Pennsylvania,Rhode Island,NA,NA,75,43,2016-11-18
400914377,Richmond,William & Mary,NA,NA,39,67,2016-11-18
400914441,Howard,Michigan,NA,NA,41,109,2016-11-18
400920270,Vermont,Central Connecticut,NA,NA,76,78,2016-11-18
400920654,Hofstra,Navy,NA,NA,69,78,2016-11-18
400920915,Samford,Harvard,NA,NA,52,57,2016-11-18
400920935,Yale,Army,NA,NA,55,59,2016-11-18
400921688,Le Moyne-Owen,Jackson State,NA,NA,52,57,2016-11-18
400912936,Norfolk State,Old Dominion,NA,NA,54,65,2016-11-18
400912937,Florida Atlantic,Mercer,NA,NA,57,74,2016-11-18
400913158,Michigan State,Western Michigan,NA,NA,68,64,2016-11-18
400913639,Texas A&M-CC,Texas State,NA,NA,50,57,2016-11-18
400922071,Mobile,Alabama State,NA,NA,45,84,2016-11-18
400913873,CSU Bakersfield,Oregon,NA,NA,62,77,2016-11-18
400926064,North Texas,UT Rio Grande Valley,NA,NA,69,74,2016-11-18
400913875,San Francisco,Washington State,NA,NA,35,73,2016-11-18
400911429,UC Santa Barbara,Seattle U,NA,NA,53,58,2016-11-18
400911430,Northern Arizona,Cal Poly,NA,NA,53,58,2016-11-18
400911431,CSU Northridge,Fresno State,NA,NA,61,57,2016-11-18
400911432,Houston,Long Beach State,NA,NA,55,65,2016-11-18
400912749,Pacific,San José State,NA,NA,99,96,2016-11-18
400911433,Youngstown State,Hawai'i,NA,NA,50,72,2016-11-18
400911434,New Mexico State,Sacramento State,NA,NA,99,73,2016-11-18
