game_id,away,home,away_rank,home_rank,away_score,home_score,date
401169340,Oregon,UConn,3,4,74,56,2020-02-03
401166697,Georgia,Mississippi State,NA,8,53,67,2020-02-03
401166873,Michigan State,Maryland,NA,13,53,94,2020-02-03
401166874,Indiana,Purdue,18,NA,66,54,2020-02-03
401180113,Norfolk State,North Carolina Central,NA,NA,83,75,2020-02-03
401180118,South Carolina State,North Carolina A&T,NA,NA,55,66,2020-02-03
401179786,Coppin State,Howard,NA,NA,52,64,2020-02-03
401179801,Maryland-Eastern Shore,Delaware State,NA,NA,58,72,2020-02-03
401177900,Prairie View A&M,Alabama A&M,NA,NA,44,54,2020-02-03
401180238,Texas Southern,Alabama State,NA,NA,81,54,2020-02-03
401180271,Jackson State,Arkansas-Pine Bluff,NA,NA,56,44,2020-02-03
401180283,Grambling,Mississippi Valley State,NA,NA,57,68,2020-02-03
401181193,St. Francis (BKN),Merrimack,NA,NA,54,80,2020-02-03
401209703,Western Michigan,Miami (OH),NA,NA,67,70,2020-02-03
401179168,Bryant,Robert Morris,NA,NA,39,69,2020-02-03
401179169,Central Connecticut,St. Francis (PA),NA,NA,68,72,2020-02-03
401179170,Mt. St. Mary's,Sacred Heart,NA,NA,67,58,2020-02-03
401179171,Fairleigh Dickinson,Wagner,NA,NA,62,61,2020-02-03
401174325,Kennesaw State,Liberty,NA,NA,66,76,2020-02-03
401174326,Florida Gulf Coast,Jacksonville,NA,NA,81,68,2020-02-03
401174327,Stetson,North Florida,NA,NA,60,52,2020-02-03
401174328,North Alabama,NJIT,NA,NA,57,55,2020-02-03
401174640,Sacramento State,Idaho,NA,NA,44,70,2020-02-03
401174641,Northern Arizona,Eastern Washington,NA,NA,70,62,2020-02-03
